"","X","uid","item","finalrating","recommendationId","SelectionCandidateStatus"
"1086",1086,147,758,4,9,1
"1089",1089,147,761,3,1,1
"1092",1092,148,764,4,9,1
"1093",1093,148,765,4,2,1
"1095",1095,148,767,5,6,1
"1096",1096,148,768,4,7,1
"1097",1097,148,769,4,1,1
"1098",1098,148,770,4,2,1
"1100",1100,148,771,3,2,1
"1101",1101,148,772,3,8,1
"1107",1107,151,778,5,1,1
"1108",1108,151,779,3,0,1
"1110",1110,151,780,3,1,1
"1111",1111,151,781,4,0,1
"1112",1112,151,781,4,2,1
"1113",1113,151,781,4,5,1
"1114",1114,151,782,4,7,1
"1115",1115,151,783,3,0,1
"1116",1116,151,784,5,6,1
"1117",1117,151,785,5,6,1
"1120",1120,151,787,5,7,1
"1121",1121,151,787,4,8,1
"1123",1123,151,789,4,1,1
"1124",1124,151,789,4,7,1
"1127",1127,151,792,4,7,1
"1128",1128,151,793,4,0,1
"1129",1129,151,794,4,8,1
"1132",1132,152,797,5,6,1
"1134",1134,152,799,5,6,1
"1135",1135,152,800,5,7,1
"1136",1136,152,801,3,1,1
"1137",1137,152,802,3,2,1
"1138",1138,152,803,5,6,1
"1139",1139,152,804,3,1,1
"1141",1141,152,804,4,3,1
"1142",1142,152,805,4,0,1
"1143",1143,152,806,3,9,1
"1144",1144,152,807,4,5,1
"1145",1145,152,807,4,7,1
"1148",1148,152,809,4,8,1
"1149",1149,152,810,4,1,1
"1154",1154,154,171,3,0,1
"1155",1155,154,349,2,0,1
"1158",1158,154,815,4,7,1
"1166",1166,157,347,2,0,1
"1167",1167,157,819,3,1,1
"1168",1168,157,349,4,1,1
"1169",1169,157,64,3,6,1
"1188",1188,164,837,3,2,1
"1189",1189,164,838,4,3,1
"1190",1190,164,838,3,7,1
"1191",1191,164,839,4,9,1
"1192",1192,164,840,5,6,1
"1193",1193,164,841,5,0,1
"1194",1194,164,842,3,9,1
"1195",1195,164,843,3,8,1
"1196",1196,164,844,4,2,1
"1197",1197,164,845,4,4,1
"1211",1211,169,461,5,6,1
"1212",1212,169,857,4,0,1
"1213",1213,169,858,4,4,1
"1215",1215,169,859,5,5,1
"1216",1216,169,860,4,2,1
"1217",1217,169,861,4,0,1
"1218",1218,169,862,3,1,1
"1219",1219,169,863,5,6,1
"1220",1220,169,864,3,1,1
"1221",1221,169,864,3,6,1
"1222",1222,169,463,5,8,1
"1229",1229,171,868,5,9,1
"1231",1231,171,870,5,6,1
"1232",1232,171,871,4,7,1
"1235",1235,171,874,3,2,1
"1236",1236,171,875,4,2,1
"1237",1237,171,876,5,2,1
"1239",1239,172,878,4,7,1
"1241",1241,172,880,3,2,1
"1242",1242,172,881,4,7,1
"1243",1243,172,882,3,0,1
"1244",1244,172,883,3,9,1
"1246",1246,172,885,5,5,1
"1247",1247,172,886,4,8,1
"1248",1248,172,887,5,6,1
"1249",1249,172,888,4,3,1
"1261",1261,176,899,4,1,1
"1263",1263,176,901,4,6,1
"1264",1264,176,902,4,5,1
"1265",1265,176,903,5,9,1
"1266",1266,176,904,5,4,1
"1268",1268,177,905,4,8,1
"1269",1269,177,906,5,5,1
"1270",1270,177,907,4,2,1
"1271",1271,177,908,4,4,1
"1273",1273,177,910,4,0,1
"1274",1274,177,910,5,3,1
"1275",1275,177,911,4,0,1
"1283",1283,179,61,4,2,1
"1286",1286,179,917,4,7,1
"1287",1287,179,167,5,2,1
"1288",1288,179,168,3,7,1
"1301",1301,184,925,3,1,1
"1302",1302,184,926,5,4,1
"1303",1303,184,927,4,7,1
"1304",1304,184,928,5,5,1
"1305",1305,184,929,4,8,1
"1312",1312,186,936,5,4,1
"1313",1313,186,936,4,8,1
"1315",1315,186,938,4,8,1
"1316",1316,186,939,5,6,1
"1317",1317,186,940,4,8,1
"1318",1318,186,941,4,6,1
"1319",1319,186,942,4,3,1
"1320",1320,186,622,5,2,1
"1321",1321,186,943,2,9,1
"1322",1322,186,944,5,8,1
"1323",1323,186,945,4,4,1
"1324",1324,186,946,4,0,1
"1327",1327,186,425,4,0,1
"1329",1329,186,950,5,7,1
"1332",1332,186,953,4,7,1
"1333",1333,186,954,4,7,1
"1334",1334,186,955,4,8,1
"1335",1335,186,956,4,7,1
"1336",1336,186,957,5,3,1
"1337",1337,186,958,4,3,1
"1338",1338,186,959,4,1,1
"1339",1339,186,960,3,2,1
"1340",1340,186,961,4,5,1
"1341",1341,186,962,4,4,1
"1342",1342,186,962,4,5,1
"1343",1343,186,963,5,3,1
"1344",1344,186,8,4,0,1
"1345",1345,186,363,4,2,1
"1346",1346,186,964,4,2,1
"1347",1347,186,965,5,0,1
"1350",1350,187,968,5,4,1
"1351",1351,187,969,3,3,1
"1352",1352,187,970,5,8,1
"1353",1353,187,971,5,5,1
"1354",1354,187,972,3,2,1
"1356",1356,187,974,2,1,1
"1361",1361,189,976,4,2,1
"1362",1362,189,977,5,8,1
"1363",1363,189,978,4,7,1
"1364",1364,189,979,4,4,1
"1365",1365,189,980,5,6,1
"1388",1388,197,1001,4,1,1
"1389",1389,197,1001,4,7,1
"1391",1391,197,1002,5,5,1
"1392",1392,197,1003,5,3,1
"1397",1397,199,1008,5,4,1
"1398",1398,199,1009,4,5,1
"1400",1400,199,1010,4,7,1
"1401",1401,199,1011,4,3,1
"1404",1404,201,146,4,8,1
"1405",1405,201,147,3,1,1
"1407",1407,201,1013,4,1,1
"1409",1409,201,1015,4,6,1
"1410",1410,201,1016,3,8,1
"1411",1411,201,1017,4,2,1
"1412",1412,201,151,4,9,1
"1413",1413,201,152,5,5,1
"1414",1414,201,1018,5,7,1
"1415",1415,201,1019,5,4,1
"1416",1416,201,156,4,4,1
"1417",1417,201,1020,4,1,1
"1418",1418,201,157,4,4,1
"1433",1433,208,1035,4,9,1
"1435",1435,208,1037,4,1,1
"1436",1436,208,1038,3,0,1
"1438",1438,209,622,4,1,1
"1439",1439,209,465,4,8,1
"1440",1440,209,8,4,0,1
"1441",1441,209,167,4,2,1
"1442",1442,209,168,4,7,1
"1450",1450,214,1045,5,1,1
"1453",1453,214,1048,3,0,1
"1454",1454,214,1049,5,9,1
"1455",1455,214,1050,4,3,1
"1457",1457,215,1052,3,0,1
"1458",1458,215,354,4,1,1
"1459",1459,215,1053,4,1,1
"1462",1462,215,1055,5,6,1
"1463",1463,215,1056,5,3,1
"1464",1464,215,1057,4,3,1
"1465",1465,215,1058,5,4,1
"1466",1466,215,595,4,3,1
"1468",1468,216,1060,4,2,1
"1469",1469,216,1061,4,2,1
"1470",1470,216,1062,3,2,1
"1471",1471,216,1063,4,7,1
"1472",1472,216,1064,5,4,1
"1473",1473,216,1065,5,5,1
"1475",1475,216,1067,4,4,1
"1477",1477,216,1069,4,2,1
"1478",1478,216,1070,4,3,1
"1487",1487,220,352,5,6,1
"1488",1488,220,1078,4,2,1
"1492",1492,220,1079,3,7,1
"1493",1493,220,1080,5,1,1
"1494",1494,220,1081,4,4,1
"1495",1495,220,1082,5,7,1
"1502",1502,222,1086,5,7,1
"1504",1504,222,1088,5,6,1
"1505",1505,222,1089,5,0,1
"1506",1506,222,1090,5,4,1
"1508",1508,222,1092,4,8,1
"1512",1512,223,1096,5,2,1
"1513",1513,223,1097,3,1,1
"1515",1515,223,1098,4,7,1
"1516",1516,223,1099,4,9,1
"1517",1517,223,1100,4,9,1
"1523",1523,225,967,4,7,1
"1525",1525,225,969,5,3,1
"1526",1526,225,970,5,8,1
"1527",1527,225,1103,5,3,1
"1529",1529,225,579,5,6,1
"1530",1530,225,971,5,5,1
"1531",1531,225,972,4,2,1
"1532",1532,225,973,5,9,1
"1533",1533,225,974,4,1,1
"1535",1535,226,1106,4,6,1
"1536",1536,226,1107,5,7,1
"1537",1537,226,1108,5,6,1
"1538",1538,226,1109,3,8,1
"1540",1540,226,1111,3,0,1
"1541",1541,226,1112,4,0,1
"1542",1542,226,1113,4,5,1
"1543",1543,226,1114,4,2,1
"1544",1544,226,1115,4,6,1
"1547",1547,227,352,3,4,1
"1549",1549,227,1119,5,0,1
"1550",1550,227,1120,3,3,1
"1551",1551,227,1121,4,6,1
"1554",1554,227,613,3,7,1
"1555",1555,227,1124,4,8,1
"1556",1556,227,614,4,4,1
"1561",1561,227,1126,5,7,1
"1567",1567,229,1132,4,9,1
"1568",1568,229,1133,5,8,1
"1569",1569,229,1134,4,0,1
"1570",1570,229,1135,4,5,1
"1571",1571,229,1136,5,6,1
"1572",1572,229,1137,4,3,1
"1575",1575,231,1140,3,0,1
"1576",1576,231,1140,5,9,1
"1577",1577,231,1141,4,6,1
"1578",1578,231,1142,3,2,1
"1579",1579,231,312,5,2,1
"1580",1580,231,1143,5,8,1
"1588",1588,235,1151,4,8,1
"1589",1589,235,1152,5,6,1
"1590",1590,235,1152,5,7,1
"1591",1591,235,326,3,7,1
"1593",1593,235,1154,5,8,1
"1594",1594,235,667,5,5,1
"1595",1595,235,1155,3,1,1
"1597",1597,235,429,5,3,1
"1598",1598,235,1156,4,7,1
"1599",1599,235,1157,4,9,1
"1600",1600,235,41,5,8,1
"1601",1601,235,1158,4,5,1
"1602",1602,235,1159,5,5,1
"1603",1603,235,995,4,2,1
"1604",1604,235,1160,5,9,1
"1605",1605,235,1161,3,0,1
"1606",1606,235,1162,4,0,1
"1607",1607,235,1162,5,1,1
"1608",1608,235,1162,4,6,1
"1609",1609,235,1163,4,2,1
"1610",1610,235,1164,5,6,1
"1611",1611,235,310,5,2,1
"1613",1613,235,890,4,2,1
"1614",1614,235,1165,4,8,1
"1616",1616,235,64,5,6,1
"1617",1617,235,1166,4,4,1
"1618",1618,235,671,5,8,1
"1620",1620,235,672,4,2,1
"1621",1621,235,672,5,4,1
"1623",1623,235,342,4,4,1
"1624",1624,235,181,3,1,1
"1625",1625,235,964,3,5,1
"1627",1627,236,1167,4,9,1
"1628",1628,236,1168,4,7,1
"1629",1629,236,1169,4,7,1
"1630",1630,236,1170,3,8,1
"1631",1631,236,1171,3,8,1
"1632",1632,236,1172,4,1,1
"1634",1634,236,1173,3,1,1
"1635",1635,236,304,4,8,1
"1636",1636,236,1174,4,9,1
"1637",1637,236,1175,4,4,1
"1640",1640,236,364,3,1,1
"1641",1641,236,365,5,6,1
"1642",1642,236,1177,4,7,1
"1653",1653,239,21,4,0,1
"1654",1654,239,1186,4,1,1
"1656",1656,239,1187,5,4,1
"1657",1657,239,44,4,9,1
"1658",1658,239,1188,5,6,1
"1659",1659,239,340,4,2,1
"1660",1660,239,434,5,4,1
"1661",1661,239,1189,4,7,1
"1662",1662,239,1190,4,6,1
"1663",1663,239,181,4,1,1
"1664",1664,239,345,4,0,1
"1674",1674,242,968,5,4,1
"1676",1676,242,1197,4,2,1
"1677",1677,242,1198,4,2,1
"1680",1680,242,579,5,6,1
"1682",1682,242,973,5,9,1
"1683",1683,242,1200,4,8,1
"1684",1684,242,1201,5,5,1
"1686",1686,243,167,5,2,1
"1687",1687,243,340,4,5,1
"1689",1689,243,1202,4,7,1
"1690",1690,243,344,5,4,1
"1691",1691,243,181,5,1,1
"1692",1692,243,345,4,0,1
"1694",1694,244,1203,5,9,1
"1695",1695,244,1204,3,9,1
"1696",1696,244,1205,4,3,1
"1697",1697,244,1206,4,1,1
"1698",1698,244,1207,4,8,1
"1699",1699,244,1208,4,9,1
"1700",1700,244,1209,4,1,1
"1701",1701,244,1210,5,1,1
"1709",1709,246,1218,2,1,1
"1710",1710,246,1218,4,4,1
"1711",1711,246,1219,3,8,1
"1714",1714,246,1222,5,3,1
"1715",1715,246,1223,4,0,1
"1716",1716,246,1224,3,7,1
"1717",1717,246,1225,4,0,1
"1718",1718,246,1225,4,5,1
"1719",1719,246,1225,4,7,1
"1720",1720,246,1226,3,3,1
"1722",1722,247,1228,4,7,1
"1724",1724,247,1230,2,1,1
"1725",1725,247,1231,3,1,1
"1726",1726,247,1231,4,7,1
"1728",1728,247,1233,3,3,1
"1729",1729,247,1234,4,8,1
"1731",1731,247,1236,4,2,1
"1739",1739,252,167,4,2,1
"1740",1740,252,64,5,6,1
"1741",1741,252,343,5,5,1
"1742",1742,252,344,5,4,1
"1743",1743,252,181,4,1,1
"1744",1744,252,345,4,0,1
"1753",1753,256,1248,5,0,1
"1754",1754,256,1249,3,1,1
"1755",1755,256,1250,5,6,1
"1756",1756,256,1251,4,1,1
"1757",1757,256,1252,4,3,1
"1758",1758,256,1253,4,3,1
"1759",1759,256,1254,4,2,1
"1760",1760,256,1255,3,6,1
"1763",1763,256,1257,5,7,1
"1764",1764,256,1258,3,5,1
"1765",1765,256,1259,3,1,1
"1767",1767,256,1261,3,2,1
"1769",1769,256,1263,4,5,1
"1770",1770,256,1264,5,4,1
"1771",1771,256,1265,5,8,1
"1772",1772,256,1266,3,2,1
"1773",1773,256,1267,3,9,1
"1774",1774,256,1268,4,0,1
"1775",1775,256,1269,3,1,1
"1777",1777,257,1271,5,2,1
"1778",1778,257,1272,4,6,1
"1779",1779,257,1273,4,2,1
"1780",1780,257,1274,4,2,1
"1781",1781,257,1275,4,3,1
"1782",1782,257,1276,4,3,1
"1783",1783,257,1277,3,9,1
"1785",1785,257,1279,4,4,1
"1786",1786,257,1280,4,7,1
"1787",1787,257,1281,2,0,1
"1788",1788,257,1281,4,5,1
"1789",1789,257,1282,5,0,1
"1791",1791,258,6,3,3,1
"1794",1794,258,167,5,2,1
"1795",1795,258,10,4,1,1
"1796",1796,258,313,3,6,1
"1800",1800,259,1284,3,9,1
"1801",1801,259,1285,4,9,1
"1802",1802,259,1286,2,1,1
"1803",1803,259,1287,2,0,1
"1804",1804,259,1288,5,4,1
"1805",1805,259,1289,3,0,1
"1807",1807,259,1291,4,0,1
"1808",1808,259,1292,5,4,1
"1809",1809,259,1293,5,5,1
"1810",1810,259,1294,5,3,1
"1811",1811,259,1295,4,0,1
"1813",1813,259,1297,4,2,1
"1814",1814,259,1298,3,2,1
"1815",1815,259,1299,3,2,1
"1817",1817,259,1301,4,3,1
"1819",1819,259,1303,4,6,1
"1822",1822,260,1306,4,6,1
"1823",1823,260,1307,3,9,1
"1824",1824,260,1308,5,7,1
"1825",1825,260,1309,5,3,1
"1826",1826,260,1310,5,4,1
"1827",1827,260,1311,4,9,1
"1828",1828,260,1312,4,3,1
"1829",1829,260,1313,4,7,1
"1830",1830,260,1314,3,0,1
"1831",1831,260,1315,4,0,1
"1832",1832,260,1316,5,0,1
"1833",1833,260,1317,4,9,1
"1835",1835,260,1319,5,6,1
"1836",1836,260,1320,5,9,1
"1837",1837,260,1321,4,9,1
"1838",1838,260,1322,4,6,1
"1845",1845,262,20,5,1,1
"1847",1847,262,1325,4,8,1
"1848",1848,262,168,4,7,1
"1853",1853,263,1330,4,2,1
"1854",1854,263,10,3,0,1
"1856",1856,263,93,4,2,1
"1857",1857,263,93,5,3,1
"1861",1861,265,27,3,6,1
"1862",1862,265,1332,5,0,1
"1864",1864,265,1334,5,3,1
"1865",1865,265,167,4,2,1
"1866",1866,265,171,5,1,1
"1867",1867,265,433,4,5,1
"1869",1869,265,343,4,5,1
"1870",1870,265,181,4,1,1
"1877",1877,268,13,4,8,1
"1879",1879,268,326,5,5,1
"1880",1880,268,496,4,0,1
"1881",1881,268,1339,5,2,1
"1882",1882,268,1340,4,0,1
"1884",1884,268,1342,4,7,1
"1885",1885,268,1343,4,0,1
"1886",1886,268,890,5,2,1
"1887",1887,268,167,4,2,1
"1888",1888,268,171,4,1,1
"1889",1889,268,1344,4,3,1
"1890",1890,268,11,5,6,1
"1891",1891,268,1345,4,5,1
"1892",1892,268,343,4,5,1
"1893",1893,268,344,4,4,1
"1894",1894,268,181,3,1,1
"1895",1895,268,345,2,0,1
"1897",1897,269,1347,4,3,1
"1898",1898,269,1348,5,3,1
"1901",1901,269,1350,4,3,1
"1902",1902,269,1351,3,2,1
"1903",1903,269,1352,3,1,1
"1904",1904,269,1353,5,4,1
"1905",1905,269,1354,4,8,1
"1906",1906,269,1355,5,6,1
"1907",1907,269,1356,3,2,1
"1913",1913,271,1361,3,8,1
"1914",1914,271,1361,3,9,1
"1915",1915,271,1362,5,3,1
"1917",1917,271,1363,3,1,1
"1918",1918,271,1364,5,5,1
"1920",1920,272,1365,4,9,1
"1921",1921,272,1366,3,0,1
"1922",1922,272,1333,4,0,1
"1923",1923,272,1367,3,0,1
"1925",1925,272,62,3,1,1
"1926",1926,272,502,4,6,1
"1928",1928,272,1368,4,8,1
"1929",1929,272,64,5,6,1
"1930",1930,272,1369,4,0,1
"1931",1931,272,1370,5,0,1
"1932",1932,272,180,4,4,1
"1933",1933,272,343,3,5,1
"1934",1934,272,344,3,4,1
"1935",1935,272,181,4,1,1
"1939",1939,274,1373,3,9,1
"1940",1940,274,1374,4,3,1
"1941",1941,274,1374,4,7,1
"1942",1942,274,1375,4,4,1
"1944",1944,274,1377,3,7,1
"1946",1946,275,167,5,2,1
"1947",1947,275,1378,4,7,1
"1950",1950,275,344,5,4,1
"1951",1951,275,181,3,1,1
"1952",1952,275,345,3,0,1
"1975",1975,284,167,4,2,1
"1976",1976,284,64,4,6,1
"1977",1977,284,343,5,5,1
"1978",1978,284,344,4,4,1
"1980",1980,284,345,4,0,1
"1984",1984,286,14,5,3,1
"1985",1985,286,1398,5,5,1
"1986",1986,286,356,5,7,1
"1987",1987,286,1399,4,8,1
"1988",1988,286,1399,3,9,1
"1990",1990,286,1401,5,8,1
"1992",1992,286,846,4,5,1
"1993",1993,286,1403,5,3,1
"1994",1994,286,1404,4,4,1
"1996",1996,286,20,4,1,1
"1997",1997,286,1172,4,7,1
"1998",1998,286,1405,5,6,1
"1999",1999,286,1406,3,1,1
"2000",2000,286,1407,5,8,1
"2002",2002,286,1409,4,7,1
"2003",2003,286,1410,4,0,1
"2004",2004,286,1410,4,1,1
"2005",2005,286,1411,4,5,1
"2006",2006,286,1412,4,0,1
"2007",2007,286,428,3,8,1
"2008",2008,286,1413,5,6,1
"2009",2009,286,1414,2,1,1
"2010",2010,286,1415,4,0,1
"2011",2011,286,1416,5,0,1
"2014",2014,286,1419,3,1,1
"2015",2015,286,361,3,2,1
"2018",2018,286,1422,4,5,1
"2019",2019,286,307,5,6,1
"2021",2021,286,1424,5,5,1
"2022",2022,286,1425,3,1,1
"2023",2023,286,1426,3,1,1
"2024",2024,286,1427,4,1,1
"2025",2025,286,8,2,0,1
"2026",2026,286,501,5,2,1
"2027",2027,286,1428,5,2,1
"2028",2028,286,167,3,2,1
"2029",2029,286,1429,4,9,1
"2030",2030,286,1430,5,7,1
"2031",2031,286,11,5,6,1
"2032",2032,286,1431,5,1,1
"2034",2034,286,1433,5,5,1
"2035",2035,286,343,5,5,1
"2036",2036,286,368,4,2,1
"2037",2037,286,1434,5,5,1
"2038",2038,286,335,3,0,1
"2040",2040,286,1436,3,3,1
"2043",2043,288,6,4,4,1
"2044",2044,288,298,4,1,1
"2045",2045,288,167,5,2,1
"2046",2046,288,10,3,1,1
"2047",2047,288,557,4,7,1
"2070",2070,297,1458,5,9,1
"2071",2071,297,1459,4,7,1
"2072",2072,297,1460,5,6,1
"2073",2073,297,1461,3,0,1
"2074",2074,297,1462,5,6,1
"2076",2076,298,620,4,5,1
"2077",2077,298,496,4,0,1
"2079",2079,298,6,5,4,1
"2080",2080,298,424,4,9,1
"2081",2081,298,430,5,8,1
"2082",2082,298,167,4,2,1
"2083",2083,298,10,4,1,1
"2084",2084,298,1463,5,5,1
"2085",2085,298,315,3,1,1
"2086",2086,298,168,4,7,1
"2088",2088,298,181,4,1,1
"2089",2089,298,345,3,0,1
"2101",2101,303,1475,5,4,1
"2102",2102,303,1476,4,3,1
"2103",2103,303,1477,5,2,1
"2104",2104,303,1478,5,5,1
"2105",2105,303,1479,3,9,1
"2111",2111,305,1482,5,5,1
"2112",2112,305,1483,5,1,1
"2113",2113,305,1484,4,6,1
"2116",2116,305,1485,5,3,1
"2118",2118,305,1487,5,4,1
"2120",2120,306,1489,4,8,1
"2121",2121,306,1490,4,1,1
"2122",2122,306,1491,4,5,1
"2123",2123,306,1492,4,9,1
"2124",2124,306,1493,4,6,1
"2126",2126,307,1495,5,7,1
"2127",2127,307,1496,4,5,1
"2128",2128,307,1230,5,1,1
"2129",2129,307,1497,4,8,1
"2132",2132,307,1500,4,8,1
"2133",2133,307,1501,4,4,1
"2134",2134,307,1502,4,2,1
"2135",2135,307,1503,4,3,1
"2136",2136,307,1504,4,2,1
"2137",2137,307,1505,4,2,1
"2138",2138,307,1506,4,0,1
"2140",2140,307,1508,5,4,1
"2142",2142,307,1509,3,9,1
"2143",2143,307,1510,4,0,1
"2144",2144,307,1511,4,9,1
"2152",2152,310,1517,5,6,1
"2153",2153,310,1518,5,9,1
"2154",2154,310,1519,4,0,1
"2155",2155,310,1520,5,5,1
"2157",2157,310,1522,3,9,1
"2159",2159,311,14,4,3,1
"2160",2160,311,667,4,5,1
"2161",2161,311,1524,5,6,1
"2162",2162,311,941,4,8,1
"2163",2163,311,392,3,7,1
"2164",2164,311,1168,2,9,1
"2166",2166,311,1526,4,3,1
"2167",2167,311,469,3,0,1
"2168",2168,311,6,4,3,1
"2169",2169,311,6,5,4,1
"2170",2170,311,1527,3,2,1
"2171",2171,311,20,4,1,1
"2172",2172,311,125,4,8,1
"2174",2174,311,1528,3,0,1
"2175",2175,311,1529,4,9,1
"2177",2177,311,497,4,2,1
"2178",2178,311,393,5,4,1
"2179",2179,311,61,4,0,1
"2180",2180,311,61,4,2,1
"2182",2182,311,167,5,2,1
"2184",2184,311,10,5,0,1
"2185",2185,311,10,4,1,1
"2186",2186,311,313,5,5,1
"2187",2187,311,64,5,5,1
"2188",2188,311,11,5,6,1
"2189",2189,311,1530,4,1,1
"2190",2190,311,1531,4,5,1
"2191",2191,311,1532,3,4,1
"2192",2192,311,342,4,4,1
"2193",2193,311,93,3,1,1
"2194",2194,311,93,5,2,1
"2195",2195,311,93,4,3,1
"2197",2197,311,1533,4,8,1
"2198",2198,311,94,5,5,1
"2199",2199,311,1534,5,0,1
"2211",2211,314,1544,4,8,1
"2212",2212,314,1545,5,6,1
"2213",2213,314,1546,5,5,1
"2214",2214,314,1168,5,5,1
"2215",2215,314,1547,4,1,1
"2216",2216,314,1548,5,5,1
"2218",2218,314,1549,4,1,1
"2219",2219,314,1550,4,5,1
"2220",2220,314,20,4,1,1
"2221",2221,314,357,5,6,1
"2223",2223,314,947,4,2,1
"2224",2224,314,1552,4,4,1
"2225",2225,314,161,5,5,1
"2226",2226,314,1553,5,0,1
"2228",2228,314,1410,5,2,1
"2229",2229,314,465,4,8,1
"2230",2230,314,430,3,8,1
"2231",2231,314,1554,2,0,1
"2232",2232,314,1555,4,3,1
"2233",2233,314,1555,4,9,1
"2234",2234,314,308,5,5,1
"2235",2235,314,1330,4,2,1
"2236",2236,314,1556,5,0,1
"2237",2237,314,817,2,0,1
"2239",2239,314,167,4,2,1
"2240",2240,314,1429,5,3,1
"2242",2242,314,344,3,4,1
"2246",2246,316,361,4,1,1
"2248",2248,316,167,4,2,1
"2250",2250,316,168,4,7,1
"2251",2251,316,181,4,1,1
"2253",2253,317,89,4,9,1
"2254",2254,317,1560,4,9,1
"2256",2256,317,81,4,6,1
"2257",2257,317,81,4,9,1
"2259",2259,317,1562,4,5,1
"2260",2260,317,1563,5,2,1
"2261",2261,317,1564,5,5,1
"2262",2262,317,1565,4,7,1
"2263",2263,317,1566,3,1,1
"2264",2264,317,1567,4,8,1
"2274",2274,321,41,5,9,1
"2275",2275,321,167,3,2,1
"2276",2276,321,11,5,6,1
"2277",2277,321,343,5,5,1
"2278",2278,321,344,5,4,1
"2279",2279,321,181,3,1,1
"2280",2280,321,345,3,0,1
"2282",2282,322,170,4,2,1
"2284",2284,322,469,4,0,1
"2285",2285,322,6,4,4,1
"2286",2286,322,171,4,1,1
"2293",2293,324,699,2,0,1
"2294",2294,324,700,5,1,1
"2296",2296,324,1579,5,1,1
"2297",2297,324,1580,4,5,1
"2298",2298,324,1581,5,5,1
"2299",2299,324,1582,4,1,1
"2300",2300,324,1583,4,1,1
"2301",2301,324,1584,5,5,1
"2303",2303,325,1586,4,9,1
"2304",2304,325,1587,5,5,1
"2305",2305,325,1588,3,0,1
"2306",2306,325,1589,4,1,1
"2307",2307,325,1590,5,6,1
"2308",2308,325,1591,4,4,1
"2339",2339,334,166,5,6,1
"2341",2341,334,304,3,8,1
"2342",2342,334,41,4,9,1
"2344",2344,334,167,4,2,1
"2345",2345,334,1344,5,3,1
"2346",2346,334,10,4,1,1
"2347",2347,334,314,5,6,1
"2348",2348,334,64,5,6,1
"2349",2349,334,1463,5,5,1
"2350",2350,334,315,3,1,1
"2351",2351,334,735,5,8,1
"2353",2353,334,1345,4,5,1
"2354",2354,334,343,4,5,1
"2355",2355,334,344,4,4,1
"2356",2356,334,181,4,1,1
"2357",2357,334,345,3,0,1
"2358",2358,334,368,4,2,1
"2360",2360,335,667,4,5,1
"2362",2362,335,1612,4,0,1
"2363",2363,335,337,5,5,1
"2364",2364,335,465,5,8,1
"2365",2365,335,467,4,9,1
"2367",2367,335,61,3,2,1
"2368",2368,335,1614,4,8,1
"2369",2369,335,671,5,8,1
"2370",2370,335,1615,4,7,1
"2371",2371,335,468,5,6,1
"2372",2372,335,342,4,3,1
"2374",2374,335,1616,3,2,1
"2385",2385,339,1627,4,8,1
"2386",2386,339,1628,5,7,1
"2387",2387,339,1629,5,5,1
"2391",2391,339,1633,5,6,1
"2402",2402,343,1642,3,8,1
"2403",2403,343,1643,4,7,1
"2404",2404,343,1644,3,3,1
"2405",2405,343,1645,3,0,1
"2409",2409,345,1648,4,8,1
"2410",2410,345,1649,3,4,1
"2411",2411,345,1650,5,7,1
"2412",2412,345,1651,4,3,1
"2413",2413,345,1652,5,6,1
"2414",2414,345,1653,4,1,1
"2415",2415,345,1654,5,5,1
"2416",2416,345,1655,5,9,1
"2417",2417,345,1656,4,7,1
"2418",2418,345,1657,3,7,1
"2419",2419,345,1658,4,3,1
"2420",2420,345,1659,3,3,1
"2421",2421,345,1660,3,2,1
"2422",2422,345,1661,3,2,1
"2423",2423,345,1662,3,1,1
"2424",2424,345,1663,4,1,1
"2425",2425,345,1664,4,4,1
"2426",2426,345,1665,4,5,1
"2428",2428,345,1667,4,3,1
"2429",2429,345,1668,4,4,1
"2430",2430,345,1668,5,5,1
"2434",2434,347,147,2,1,1
"2438",2438,347,152,4,5,1
"2440",2440,347,1672,4,6,1
"2441",2441,347,1673,3,9,1
"2442",2442,347,1674,3,9,1
"2445",2445,347,1677,3,8,1
"2446",2446,347,1678,4,1,1
"2447",2447,347,1679,3,1,1
"2448",2448,347,1680,5,5,1
"2449",2449,347,1680,5,6,1
"2450",2450,347,1084,4,6,1
"2457",2457,349,1687,5,8,1
"2459",2459,349,1689,5,7,1
"2460",2460,349,1690,4,9,1
"2461",2461,349,1691,5,0,1
"2463",2463,349,1693,4,8,1
"2464",2464,349,1694,5,5,1
"2465",2465,349,1695,4,6,1
"2466",2466,349,1696,5,4,1
"2467",2467,349,1697,4,7,1
"2468",2468,349,1698,4,8,1
"2469",2469,349,1699,4,3,1
"2471",2471,349,1701,5,8,1
"2472",2472,349,1702,4,7,1
"2474",2474,349,1704,4,3,1
"2475",2475,349,1705,3,0,1
"2483",2483,352,1712,3,9,1
"2484",2484,352,644,4,0,1
"2486",2486,352,648,3,9,1
"2487",2487,352,1714,3,2,1
"2492",2492,353,1719,3,8,1
"2494",2494,353,1721,4,1,1
"2495",2495,353,1722,3,5,1
"2501",2501,355,1726,5,6,1
"2502",2502,355,1727,5,5,1
"2503",2503,355,1728,4,1,1
"2506",2506,355,1731,3,0,1
"2512",2512,357,6,4,4,1
"2513",2513,357,125,4,8,1
"2514",2514,357,167,3,2,1
"2515",2515,357,10,5,1,1
"2517",2517,357,11,4,6,1
